year,month,cve_ent,cve_mun,organismo,modalidad,destcred,tipocred,gen,rangoedad,rangoingreso,valorvivi,acciones,monto
2021,1,14,120,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Económica,1,"148,814.12"
2021,1,19,26,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Económica,1,"299,539.12"
2021,1,9,14,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,Más de 12,Económica,1,"237,278.98"
2021,1,14,97,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,Más de 12,Económica,1,"151,564.88"
2021,1,19,45,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,29 o menos,9.01 a 12.00,Económica,1,"95,650.90"
2021,1,15,33,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,9.01 a 12.00,Económica,1,"203,399.87"
2021,1,9,7,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,9.01 a 12.00,Económica,2,"272,646.12"
2021,1,14,39,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,9.01 a 12.00,Económica,1,"184,473.90"
2021,1,7,101,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,9.01 a 12.00,Económica,1,"141,413.09"
2021,1,8,21,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,9.01 a 12.00,Económica,1,"98,985.09"
2021,1,15,13,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,9.01 a 12.00,Económica,1,"198,418.13"
2021,1,9,6,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,9.01 a 12.00,Económica,1,"94,391.07"
2021,1,7,99,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,9.01 a 12.00,Económica,1,"164,842.75"
2021,1,15,25,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,9.01 a 12.00,Económica,1,"143,667.05"
2021,1,15,31,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Económica,2,"411,411.98"
2021,1,19,21,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Económica,1,"231,157.32"
2021,1,9,15,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Económica,1,"108,801.99"
2021,1,15,72,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Económica,1,"302,391.04"
2021,1,14,2,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Económica,2,"375,857.06"
2021,1,21,154,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Económica,1,"120,355.98"
2021,1,15,122,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Económica,1,"119,699.91"
2021,1,15,35,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Económica,1,"112,116.11"
2021,1,15,39,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Económica,1,"155,283.36"
2021,1,9,7,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Económica,1,"92,421.04"
2021,1,7,34,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Económica,1,"91,452.79"
2021,1,15,22,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Económica,1,"271,791.18"
2021,1,14,23,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Económica,1,"147,692.96"
2021,1,7,68,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Económica,1,"95,968.37"
2021,1,15,25,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Económica,1,"174,158.88"
2021,1,1,11,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Económica,1,"154,369.79"
2021,1,19,6,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,29 o menos,4.01 a 6.00,Económica,1,"114,207.90"
2021,1,19,47,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"113,458.87"
2021,1,1,9,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"139,007.00"
2021,1,9,10,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"97,007.14"
2021,1,15,104,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"189,118.10"
2021,1,15,13,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"112,204.06"
2021,1,14,53,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"98,442.07"
2021,1,14,15,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"115,771.99"
2021,1,14,18,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"86,500.90"
2021,1,9,17,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"143,421.68"
2021,1,15,82,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"149,699.17"
2021,1,15,2,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"101,202.08"
2021,1,15,92,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"82,865.88"
2021,1,14,95,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"126,155.95"
2021,1,14,73,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"336,002.37"
2021,1,8,60,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,2,"230,614.83"
2021,1,19,31,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Económica,1,"204,840.09"
2021,1,19,21,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Económica,1,"94,728.61"
2021,1,9,12,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Económica,2,"371,263.57"
2021,1,15,104,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Económica,1,"177,434.97"
2021,1,15,20,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Económica,1,"98,060.96"
2021,1,15,51,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Económica,1,"139,612.09"
2021,1,25,6,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Económica,1,"130,699.52"
2021,1,15,60,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Económica,1,"97,751.94"
2021,1,8,19,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Económica,1,"150,766.99"
2021,1,14,63,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,1,"119,151.87"
2021,1,15,24,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,1,"157,625.54"
2021,1,15,45,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,2,"269,457.99"
2021,1,15,84,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,1,"109,499.52"
2021,1,14,30,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,1,"111,452.92"
2021,1,8,21,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,2,"229,664.01"
2021,1,1,5,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,1,"183,066.43"
2021,1,22,17,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,1,"191,007.85"
2021,1,12,1,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Económica,1,"133,798.91"
2021,1,19,39,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Popular,1,"323,188.53"
2021,1,19,48,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Popular,2,"722,053.45"
2021,1,26,30,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Popular,1,"342,000.13"
2021,1,14,39,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Popular,1,"338,229.89"
2021,1,9,16,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Popular,1,"419,979.88"
2021,1,9,15,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Popular,1,"381,802.03"
2021,1,19,21,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Popular,1,"427,866.36"
2021,1,14,39,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,Más de 12,Popular,1,"411,506.01"
2021,1,14,39,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,9.01 a 12.00,Popular,1,"475,000.09"
2021,1,14,97,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,9.01 a 12.00,Popular,1,"404,275.06"
2021,1,26,30,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,9.01 a 12.00,Popular,1,"475,397.06"
2021,1,18,20,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,6.01 a 9.00,Popular,1,"350,000.00"
2021,1,9,12,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Popular,1,"357,056.02"
2021,1,15,54,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Popular,1,"371,286.02"
2021,1,9,7,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Popular,1,"408,000.94"
2021,1,9,3,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Popular,1,"462,462.02"
2021,1,31,50,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Popular,1,"358,083.58"
2021,1,21,132,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Popular,1,"364,472.11"
2021,1,8,19,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Popular,1,"332,593.93"
2021,1,18,17,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Popular,1,"452,451.76"
2021,1,14,93,BANCA (CNBV),Otros programas,No especificado,Credito individual,Mujer,30 a 59,4.01 a 6.00,Popular,1,"307,558.00"
2021,1,8,19,BANCA (CNBV),Otros programas,No especificado,Credito individual,Mujer,30 a 59,4.01 a 6.00,Popular,1,"383,698.00"
2021,1,5,35,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,2.6 o menos,Tradicional,1,"720,000.00"
2021,1,14,97,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,Más de 12,Tradicional,1,"804,000.00"
2021,1,4,2,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,Más de 12,Tradicional,1,"633,134.89"
2021,1,24,28,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,Más de 12,Tradicional,1,"545,350.00"
2021,1,13,69,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,9.01 a 12.00,Tradicional,1,"855,900.00"
2021,1,25,12,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,60 o más,9.01 a 12.00,Tradicional,1,"851,400.00"
2021,1,16,53,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,9.01 a 12.00,Tradicional,2,"966,268.00"
2021,1,31,50,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,9.01 a 12.00,Tradicional,1,"828,000.00"
2021,1,12,1,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Tradicional,1,"837,000.00"
2021,1,14,120,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Tradicional,1,"535,000.00"
2021,1,21,114,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Tradicional,1,"569,700.00"
2021,1,25,6,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Tradicional,1,"620,900.00"
2021,1,24,35,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Tradicional,1,"638,890.00"
2021,1,24,28,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Tradicional,1,"719,577.15"
2021,1,11,20,BANCA (CNBV),Otros programas,Adquisición de suelo,Credito individual,Mujer,60 o más,6.01 a 9.00,Tradicional,1,"487,500.00"
2021,1,11,20,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"385,000.00"
2021,1,10,12,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"602,732.00"
2021,1,31,50,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"450,000.00"
2021,1,11,20,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,4.01 a 6.00,Tradicional,2,"1,314,000.00"
2021,1,16,102,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,4.01 a 6.00,Tradicional,2,"1,061,096.00"
2021,1,23,8,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"485,000.00"
2021,1,25,6,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"678,600.00"
2021,1,21,34,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"532,000.00"
2021,1,23,5,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"421,286.00"
2021,1,9,3,BANCA (CNBV),Otros programas,No especificado,Credito individual,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"752,084.00"
2021,1,10,5,BANCA (CNBV),Otros programas,Adquisición de suelo,Credito individual,Mujer,30 a 59,4.01 a 6.00,Tradicional,1,"609,050.00"
2021,1,14,97,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,2.61 a 4.00,Tradicional,2,"1,153,468.00"
2021,1,17,8,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,2.61 a 4.00,Tradicional,1,"467,000.00"
2021,1,15,118,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,2.61 a 4.00,Tradicional,1,"237,000.00"
2021,1,21,114,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,2.61 a 4.00,Tradicional,1,"500,000.00"
2021,1,31,50,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,2.61 a 4.00,Tradicional,1,"762,734.00"
2021,1,21,114,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,2.61 a 4.00,Tradicional,1,"354,400.00"
2021,1,14,39,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,2.6 o menos,Media,1,"273,775.00"
2021,1,30,26,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,2.6 o menos,Media,1,"1,205,000.00"
2021,1,14,120,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,2.6 o menos,Media,1,"823,123.00"
2021,1,1,6,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"740,000.00"
2021,1,15,95,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,Más de 12,Media,1,"1,185,000.00"
2021,1,21,114,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"637,500.00"
2021,1,27,13,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"1,159,327.00"
2021,1,3,3,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,Más de 12,Media,3,"3,614,558.00"
2021,1,14,98,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,Más de 12,Media,4,"5,039,984.00"
2021,1,1,5,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"774,589.00"
2021,1,22,14,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,Más de 12,Media,3,"3,513,071.00"
2021,1,17,8,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"837,179.00"
2021,1,6,10,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"474,102.00"
2021,1,15,121,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,2,"3,570,300.00"
2021,1,8,37,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,2,"2,712,800.00"
2021,1,30,87,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"1,200,000.00"
2021,1,2,2,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"1,000,000.00"
2021,1,17,11,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,Más de 12,Media,1,"1,735,000.00"
2021,1,8,19,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"1,170,000.00"
2021,1,15,81,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"1,332,441.00"
2021,1,11,17,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"1,232,100.00"
2021,1,5,35,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Media,1,"1,815,952.33"
2021,1,29,13,INFONAVIT,Mejoramientos,Mejoramientos,Credito individual,Hombre,30 a 59,Más de 12,Media,1,"1,147,198.67"
2021,1,16,53,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,60 o más,Más de 12,Media,1,"678,000.00"
2021,1,19,39,BANCA (CNBV),Otros programas,No especificado,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"1,198,925.00"
2021,1,11,20,BANCA (CNBV),Otros programas,No especificado,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"568,344.00"
2021,1,10,32,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Mujer,30 a 59,Más de 12,Media,1,"851,500.00"
2021,1,14,97,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,Más de 12,Media,2,"2,359,800.00"
2021,1,10,5,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,2,"1,990,000.00"
2021,1,8,19,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,5,"4,453,650.00"
2021,1,23,5,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,5,"5,941,250.00"
2021,1,15,81,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,1,"1,825,843.00"
2021,1,16,53,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,2,"2,326,404.00"
2021,1,15,20,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,1,"1,123,572.00"
2021,1,2,4,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,1,"1,042,081.00"
2021,1,22,14,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,9.01 a 12.00,Media,1,"828,707.00"
2021,1,15,106,BANCA (CNBV),Otros programas,No especificado,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,1,"954,363.00"
2021,1,30,87,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,2,"1,600,000.00"
2021,1,15,24,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,2,"2,260,575.00"
2021,1,3,3,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"1,000,000.00"
2021,1,15,118,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,1,"1,143,883.00"
2021,1,22,11,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,1,"927,000.00"
2021,1,5,27,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"843,000.00"
2021,1,13,83,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,1,"807,835.00"
2021,1,11,7,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,1,"1,170,000.00"
2021,1,22,14,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,2,"2,129,000.00"
2021,1,14,120,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,60 o más,6.01 a 9.00,Media,1,"1,203,862.00"
2021,1,32,17,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,1,"1,067,238.00"
2021,1,25,6,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"950,300.00"
2021,1,22,11,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,1,"1,310,486.00"
2021,1,19,39,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"400,000.00"
2021,1,23,5,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,2,"1,450,510.00"
2021,1,8,37,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,2,"2,466,230.00"
2021,1,8,19,BANCA (CNBV),Otros programas,No especificado,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"956,594.00"
2021,1,19,21,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"475,000.00"
2021,1,25,6,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Media,1,"1,257,184.00"
2021,1,24,28,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,2,"2,215,800.00"
2021,1,19,6,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Media,1,"421,000.00"
2021,1,21,41,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Media,2,"1,992,095.00"
2021,1,23,8,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,4,"3,833,351.00"
2021,1,15,81,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Media,1,"597,721.00"
2021,1,14,97,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,4.01 a 6.00,Media,1,"734,000.00"
2021,1,22,6,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,2,"1,620,000.00"
2021,1,14,120,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Mujer,60 o más,4.01 a 6.00,Media,1,"930,210.00"
